 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,222.472,19.226,0,0.981,1.382,2.362,4.416,8.842,0.143
2,1,1,223.284,20.221,0,0.600,1.396,2.451,4.763,10.025,0.127
3,2,0,310.484,23.811,0,1.093,1.406,2.449,4.697,9.722,0.108
4,2,1,310.402,24.069,0,1.072,1.451,2.610,5.171,11.043,0.056
5,2,2,310.594,24.154,0,1.040,1.390,2.425,4.685,9.823,0.073
6,2,3,310.532,23.714,0,1.323,1.329,2.213,4.042,7.931,0.036
7,2,4,310.410,23.680,0,1.259,1.345,2.259,4.156,8.215,0.080
8,2,5,310.110,23.632,0,1.266,1.394,2.408,4.573,9.353,0.053
9,2,6,310.257,24.014,0,1.548,1.402,2.458,4.761,9.968,0.054
10,2,7,310.543,24.799,0,1.382,1.406,2.473,4.816,10.156,0.062
11,2,8,309.889,25.198,0,1.243,1.362,2.323,4.365,8.853,0.072
12,2,9,310.524,24.982,0,0.986,1.388,2.412,4.632,9.620,0.106
13,2,10,310.480,24.797,0,0.884,1.345,2.283,4.296,8.788,0.095
14,2,11,310.351,25.448,0,0.847,1.321,2.200,4.056,8.133,0.138
15,2,12,309.905,25.860,0,0.954,1.411,2.483,4.815,10.064,0.070
16,2,13,309.347,25.938,0,0.791,1.323,2.193,3.990,7.808,0.096
17,3,0,205.144,32.550,0,0.760,1.363,2.330,4.408,9.044,0.092
18,3,1,205.579,31.465,0,0.781,1.428,2.534,4.949,10.405,0.133
19,3,2,205.251,31.134,0,0.581,1.411,2.487,4.851,10.248,0.056
20,3,3,206.190,32.141,0,0.788,1.548,2.946,6.161,13.829,0.044
21,4,0,19.107,33.362,0,2.860,1.374,2.359,4.462,9.108,0.042
22,4,1,19.774,34.382,0,2.208,1.324,2.181,3.922,7.553,0.037
23,4,2,19.652,34.879,0,2.331,1.368,2.338,4.404,8.970,0.038
24,4,3,20.944,34.570,0,2.364,1.342,2.250,4.146,8.235,0.038
25,4,4,21.172,34.746,0,2.378,1.362,2.320,4.345,8.773,0.037
26,4,5,21.570,34.468,0,2.469,1.291,2.087,3.682,6.952,0.034
27,4,6,21.459,34.431,0,2.525,1.315,2.150,3.828,7.283,0.037
28,4,7,21.942,34.315,0,2.477,1.364,2.322,4.352,8.802,0.040
29,4,8,21.437,34.133,0,2.198,1.401,2.435,4.646,9.532,0.046
30,4,9,20.877,34.781,0,2.748,1.401,2.438,4.666,9.622,0.040
31,4,10,19.940,34.628,0,2.282,1.394,2.438,4.724,9.922,0.055
32,4,11,19.594,35.728,0,2.189,1.313,2.147,3.828,7.301,0.052
33,4,12,19.784,35.553,0,2.791,1.363,2.313,4.307,8.617,0.033
34,4,13,20.485,35.421,0,3.318,1.345,2.253,4.132,8.137,0.032
35,4,14,19.017,35.168,0,2.825,1.429,2.553,5.046,10.791,0.035
36,4,15,18.692,35.336,0,2.859,1.322,2.170,3.881,7.410,0.034
37,4,16,19.189,35.890,0,2.816,1.416,2.501,4.875,10.273,0.036
38,4,17,19.654,36.544,0,2.999,1.369,2.328,4.341,8.706,0.037
39,4,18,18.445,36.214,0,3.459,1.345,2.258,4.160,8.255,0.038
40,4,19,18.552,36.097,0,3.290,1.374,2.352,4.420,8.934,0.043
41,4,20,18.634,36.210,0,3.069,1.425,2.528,4.944,10.443,0.037
42,4,21,19.893,35.818,0,3.272,1.378,2.367,4.471,9.092,0.037
43,4,22,19.415,36.628,0,2.751,1.316,2.153,3.836,7.301,0.037
44,4,23,19.894,35.355,0,2.403,1.427,2.528,4.934,10.379,0.038
45,4,24,21.473,33.992,0,2.579,1.348,2.278,4.238,8.506,0.044
46,4,25,21.415,34.720,0,2.856,1.328,2.196,3.971,7.690,0.035
47,4,26,21.382,33.390,0,2.546,1.379,2.369,4.471,9.089,0.070
48,4,27,22.152,32.670,0,2.721,1.378,2.370,4.483,9.139,0.038
49,4,28,22.968,33.028,0,2.418,1.448,2.623,5.264,11.439,0.039
50,4,29,23.131,33.137,0,2.672,1.390,2.417,4.648,9.674,0.047
51,4,30,22.911,33.181,0,2.145,1.397,2.434,4.683,9.745,0.039
52,4,31,22.942,33.181,0,2.683,1.394,2.424,4.649,9.630,0.060
53,4,32,23.108,33.122,0,2.716,1.423,2.528,4.960,10.524,0.043
54,4,33,22.555,32.900,0,2.934,1.396,2.433,4.675,9.701,0.035
55,4,34,21.588,33.329,0,3.090,1.338,2.228,4.055,7.901,0.036
56,4,35,22.241,33.360,0,3.124,1.360,2.300,4.267,8.504,0.036
57,4,36,21.961,33.205,0,3.040,1.406,2.465,4.759,9.911,0.062
58,4,37,22.040,33.098,0,2.861,1.431,2.552,5.034,10.737,0.041
59,4,38,22.214,33.103,0,2.917,1.386,2.398,4.572,9.411,0.039
60,4,39,22.464,33.708,0,2.935,1.322,2.171,3.890,7.449,0.036
61,4,40,22.471,33.222,0,2.805,1.362,2.304,4.267,8.473,0.039
62,4,41,22.653,32.924,0,2.778,1.422,2.512,4.889,10.267,0.043
63,4,42,23.716,32.059,0,2.837,1.385,2.402,4.604,9.545,0.038
64,4,43,24.310,30.630,0,2.967,1.345,2.255,4.142,8.171,0.036
65,4,44,24.406,30.358,0,2.575,1.305,2.129,3.792,7.232,0.052
66,4,45,25.108,30.230,0,2.494,1.371,2.353,4.454,9.108,0.059
67,4,46,24.634,29.444,0,1.901,1.322,2.188,3.973,7.771,0.043
68,4,47,24.918,28.581,0,2.375,1.376,2.368,4.488,9.178,0.092
69,4,48,25.083,28.317,0,2.270,1.355,2.306,4.328,8.793,0.039
70,4,49,24.811,28.054,0,2.269,1.401,2.452,4.739,9.901,0.073
71,4,50,24.828,28.125,0,2.388,1.404,2.462,4.765,9.968,0.039
72,4,51,24.957,27.938,0,2.355,1.463,2.673,5.417,11.884,0.048
73,4,52,24.867,27.858,0,2.487,1.412,2.494,4.871,10.293,0.067
74,4,53,24.544,27.691,0,2.423,1.379,2.362,4.443,8.989,0.106
75,4,54,24.562,27.274,0,2.344,1.306,2.126,3.780,7.196,0.060
76,4,55,24.666,27.093,0,2.682,1.336,2.230,4.087,8.060,0.034
77,4,56,24.655,27.635,0,2.096,1.345,2.255,4.142,8.158,0.030
78,4,57,24.862,27.328,0,2.221,1.343,2.254,4.157,8.261,0.031
79,4,58,24.859,27.470,0,2.162,1.321,2.180,3.946,7.679,0.049
80,4,59,24.793,27.442,0,2.420,1.319,2.164,3.868,7.384,0.031
81,4,60,24.853,27.288,0,2.417,1.333,2.224,4.073,8.036,0.059
82,4,61,24.398,26.965,0,2.362,1.362,2.333,4.425,9.115,0.050
83,4,62,24.075,26.688,0,2.547,1.348,2.279,4.243,8.531,0.058
84,4,63,24.078,26.823,0,2.345,1.343,2.263,4.201,8.428,0.052
85,4,64,24.242,27.463,0,2.272,1.289,2.082,3.674,6.952,0.033
86,4,65,24.091,27.775,0,2.186,1.370,2.354,4.472,9.203,0.037
87,4,66,24.494,28.214,0,2.210,1.348,2.268,4.185,8.301,0.063
88,4,67,25.273,28.308,0,2.680,1.324,2.180,3.918,7.532,0.036
89,4,68,25.286,29.246,0,3.241,1.317,2.173,3.931,7.649,0.036
90,4,69,25.128,29.774,0,2.786,1.371,2.344,4.407,8.924,0.040
91,4,70,25.121,30.239,0,2.777,1.376,2.367,4.480,9.146,0.055
92,4,71,24.410,31.130,0,3.089,1.388,2.396,4.548,9.305,0.035
93,4,72,24.181,30.188,0,2.670,1.400,2.438,4.670,9.634,0.044
