 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,237.357,225.473,0,1.259,1.619,3.215,7.044,16.594,0.125
2,1,1,236.764,225.280,0,1.043,1.536,2.916,6.116,13.834,0.077
3,1,2,237.251,224.695,0,1.234,1.559,2.995,6.351,14.514,0.091
4,1,3,237.681,224.728,0,1.191,1.554,2.984,6.339,14.520,0.071
5,1,4,237.970,225.424,0,1.244,1.603,3.173,6.939,16.323,0.111
6,1,5,237.977,224.709,0,1.154,1.576,3.066,6.588,15.243,0.100
7,1,6,238.282,225.431,0,1.328,1.579,3.061,6.534,14.991,0.091
8,1,7,237.870,225.509,0,1.170,1.603,3.143,6.779,15.690,0.111
9,1,8,238.287,225.214,0,1.335,1.603,3.170,6.918,16.232,0.143
10,1,9,238.178,225.234,0,1.295,1.553,2.984,6.345,14.559,0.091
11,1,10,238.403,224.687,0,1.338,1.559,3.002,6.389,14.660,0.111
12,1,11,237.362,224.818,0,1.246,1.581,3.074,6.588,15.184,0.143
13,1,12,236.927,225.226,0,1.257,1.562,3.034,6.534,15.188,0.111
14,1,13,236.445,225.148,0,1.464,1.533,2.906,6.100,13.833,0.111
15,1,14,237.289,224.623,0,1.500,1.521,2.861,5.942,13.310,0.091
16,1,15,237.252,223.795,0,1.496,1.493,2.755,5.610,12.323,0.091
17,1,16,237.751,223.803,0,1.407,1.538,2.925,6.145,13.905,0.143
18,1,17,237.408,224.193,0,1.559,1.530,2.896,6.065,13.718,0.125
19,1,18,237.385,223.699,0,1.654,1.526,2.874,5.970,13.355,0.111
20,1,19,237.663,224.302,0,1.453,1.509,2.820,5.827,12.998,0.100
21,1,20,237.913,224.410,0,1.489,1.485,2.757,5.680,12.665,0.247
22,1,21,237.717,223.893,0,1.945,1.509,2.810,5.760,12.707,0.111
23,1,22,237.391,224.289,0,1.628,1.533,2.886,5.988,13.376,0.111
24,1,23,237.063,223.616,0,1.581,1.467,2.695,5.494,12.147,0.123
25,1,24,237.255,223.653,0,1.407,1.505,2.823,5.864,13.166,0.128
26,1,25,236.999,223.651,0,1.509,1.599,3.133,6.760,15.660,0.111
27,1,26,237.244,223.702,0,1.253,1.468,2.684,5.424,11.838,0.113
28,1,27,237.119,224.325,0,1.091,1.558,2.988,6.330,14.456,0.125
29,1,28,237.209,224.797,0,1.194,1.547,2.956,6.236,14.167,0.111
30,1,29,236.403,225.270,0,1.346,1.645,3.297,7.259,17.121,0.111
31,1,30,235.961,225.162,0,1.524,1.584,3.090,6.644,15.356,0.129
32,1,31,236.751,225.312,0,1.321,1.548,2.973,6.330,14.578,0.100
33,1,32,236.612,224.990,0,1.248,1.548,2.957,6.226,14.108,0.100
34,1,33,236.414,224.734,0,1.664,1.525,2.862,5.918,13.170,0.121
35,1,34,236.176,224.571,0,1.438,1.459,2.650,5.311,11.485,0.114
36,1,35,236.319,224.576,0,1.574,1.517,2.832,5.823,12.892,0.146
37,1,36,236.628,224.148,0,1.550,1.513,2.830,5.843,13.008,0.111
38,1,37,236.607,223.741,0,1.310,1.454,2.624,5.215,11.167,0.231
39,1,38,237.207,223.708,0,1.718,1.485,2.738,5.576,12.263,0.111
40,1,39,236.717,223.572,0,1.915,1.505,2.800,5.745,12.711,0.100
41,1,40,236.443,223.424,0,1.942,1.422,2.522,4.936,10.443,0.125
42,1,41,236.621,223.319,0,2.180,1.439,2.562,5.013,10.552,0.118
43,1,42,236.796,223.533,0,2.116,1.440,2.572,5.068,10.778,0.171
44,1,43,236.684,223.583,0,1.878,1.504,2.782,5.664,12.402,0.131
45,1,44,236.628,223.370,0,1.874,1.507,2.796,5.713,12.571,0.156
46,1,45,236.714,223.609,0,1.865,1.487,2.741,5.577,12.246,0.111
47,1,46,236.614,223.743,0,1.792,1.470,2.684,5.411,11.777,0.117
48,1,47,236.478,224.097,0,1.546,1.503,2.795,5.748,12.763,0.111
49,1,48,236.577,223.669,0,1.793,1.466,2.665,5.347,11.581,0.124
50,1,49,236.592,223.423,0,2.115,1.460,2.637,5.243,11.232,0.100
51,1,50,236.696,223.673,0,1.886,1.481,2.700,5.416,11.683,0.120
52,1,51,237.233,223.593,0,1.804,1.473,2.692,5.440,11.885,0.101
53,1,52,236.573,224.045,0,1.717,1.520,2.852,5.902,13.165,0.112
54,1,53,236.616,223.746,0,1.716,1.551,2.946,6.159,13.841,0.101
55,1,54,236.837,223.540,0,1.927,1.473,2.684,5.393,11.678,0.100
56,1,55,236.531,223.003,0,1.951,1.484,2.741,5.608,12.406,0.111
57,1,56,236.388,223.157,0,2.186,1.482,2.732,5.575,12.304,0.100
58,1,57,236.406,223.101,0,2.427,1.450,2.623,5.255,11.398,0.119
59,1,58,236.812,223.431,0,2.118,1.524,2.874,5.988,13.467,0.100
60,1,59,236.851,223.270,0,2.335,1.517,2.849,5.911,13.225,0.111
61,1,60,236.672,223.406,0,2.548,1.490,2.742,5.555,12.120,0.111
62,1,61,236.398,223.391,0,2.534,1.430,2.533,4.934,10.353,0.113
63,1,62,236.252,223.406,0,2.272,1.498,2.785,5.723,12.702,0.100
64,1,63,236.544,223.639,0,2.143,1.482,2.710,5.463,11.869,0.111
65,1,64,236.735,223.826,0,1.769,1.503,2.787,5.691,12.514,0.100
66,1,65,236.486,223.683,0,1.811,1.524,2.867,5.946,13.283,0.100
67,1,66,237.397,223.131,0,2.391,1.477,2.715,5.529,12.189,0.100
68,1,67,237.380,223.489,0,1.972,1.525,2.886,6.037,13.632,0.091
69,1,68,237.447,223.347,0,1.811,1.485,2.746,5.610,12.379,0.100
70,1,69,237.326,223.759,0,1.630,1.545,2.946,6.207,14.101,0.111
71,1,70,237.489,223.823,0,1.644,1.583,3.080,6.598,15.177,0.091
72,1,71,237.622,224.022,0,1.424,1.571,3.037,6.470,14.818,0.091
73,1,72,238.015,223.519,0,1.550,1.578,3.066,6.576,15.178,0.091
74,1,73,238.437,223.847,0,1.462,1.568,3.028,6.453,14.804,0.125
75,1,74,238.671,224.393,0,1.257,1.612,3.195,6.991,16.462,0.111
76,1,75,238.653,224.392,0,1.549,1.555,2.991,6.367,14.615,0.113
77,1,76,238.531,224.175,0,1.804,1.540,2.930,6.159,13.969,0.105
78,1,77,237.991,223.467,0,1.942,1.546,2.963,6.282,14.361,0.112
79,1,78,238.202,223.607,0,1.722,1.511,2.830,5.863,13.120,0.111
80,1,79,238.749,224.172,0,1.390,1.567,3.017,6.397,14.586,0.100
81,1,80,238.654,223.744,0,1.728,1.530,2.889,6.018,13.511,0.100
82,1,81,238.272,224.220,0,1.644,1.535,2.914,6.121,13.879,0.111
83,1,82,238.727,223.693,0,1.578,1.540,2.926,6.133,13.843,0.100
84,1,83,239.916,224.238,0,1.113,1.536,2.918,6.127,13.879,0.100
85,1,84,240.300,223.789,0,0.938,1.567,3.042,6.525,15.077,0.114
86,1,85,240.587,224.434,0,0.933,1.688,3.438,7.680,18.347,0.127
87,1,86,240.806,223.737,0,1.047,1.603,3.156,6.848,15.968,0.147
88,1,87,240.822,224.373,0,1.028,1.584,3.097,6.680,15.498,0.115
89,1,88,239.331,225.131,0,1.113,1.575,3.075,6.667,15.621,0.143
90,1,89,238.818,224.616,0,1.645,1.562,3.011,6.412,14.712,0.111
91,1,90,238.706,224.685,0,1.575,1.515,2.847,5.926,13.334,0.130
92,1,91,238.450,225.518,0,1.240,1.474,2.714,5.559,12.363,0.193
93,1,92,238.397,225.556,0,1.379,1.592,3.116,6.730,15.643,0.125
94,1,93,239.565,224.539,0,1.014,1.559,2.998,6.379,14.643,0.125
95,1,94,239.352,225.271,0,1.036,1.669,3.393,7.572,18.076,0.125
96,1,95,239.789,225.408,0,0.977,1.648,3.320,7.368,17.539,0.125
97,1,96,239.727,224.390,0,1.000,1.568,3.052,6.575,15.279,0.111
98,1,97,239.428,224.726,0,1.062,1.568,3.056,6.602,15.399,0.183
99,1,98,239.820,224.658,0,0.948,1.621,3.218,7.041,16.547,0.111
100,1,99,239.786,224.726,0,0.903,1.651,3.340,7.451,17.842,0.091
101,1,100,239.984,224.598,0,1.075,1.624,3.245,7.156,16.961,0.091
102,1,101,239.863,224.649,0,1.072,1.613,3.214,7.086,16.831,0.091
103,1,102,240.218,224.628,0,0.869,1.522,2.899,6.128,14.015,0.152
104,1,103,240.315,223.687,0,0.942,1.599,3.135,6.778,15.763,0.112
105,1,104,239.745,224.589,0,1.151,1.581,3.090,6.678,15.548,0.102
106,1,105,239.621,224.521,0,1.114,1.580,3.084,6.665,15.546,0.100
107,1,106,239.524,224.284,0,1.139,1.535,2.938,6.253,14.421,0.091
108,1,107,239.683,224.741,0,1.013,1.507,2.842,5.957,13.536,0.067
109,1,108,240.289,224.760,0,0.980,1.631,3.242,7.068,16.496,0.077
110,1,109,239.569,224.619,0,1.237,1.476,2.707,5.507,12.138,0.141
111,1,110,239.587,224.333,0,1.123,1.585,3.081,6.606,15.233,0.083
112,1,111,240.446,224.394,0,0.896,1.660,3.350,7.413,17.536,0.077
113,1,112,240.269,224.213,0,0.992,1.540,2.928,6.151,13.930,0.125
114,1,113,240.400,223.577,0,1.027,1.607,3.151,6.810,15.813,0.111
115,1,114,239.847,223.491,0,1.158,1.504,2.815,5.836,13.086,0.117
116,1,115,239.273,223.512,0,1.331,1.556,2.987,6.336,14.481,0.100
117,1,116,240.164,223.332,0,1.244,1.580,3.079,6.624,15.340,0.111
118,1,117,239.831,223.292,0,1.300,1.538,2.945,6.254,14.356,0.091
119,1,118,239.101,222.741,0,1.493,1.543,2.932,6.139,13.833,0.100
120,1,119,239.083,223.318,0,1.451,1.564,3.016,6.414,14.670,0.100
121,1,120,239.341,223.416,0,1.259,1.498,2.788,5.748,12.813,0.100
122,1,121,239.490,223.670,0,1.087,1.591,3.120,6.763,15.784,0.111
123,1,122,240.444,223.464,0,1.067,1.576,3.050,6.516,14.996,0.102
124,1,123,240.323,223.359,0,0.944,1.538,2.937,6.206,14.158,0.100
125,1,124,240.479,222.901,0,1.185,1.479,2.724,5.564,12.319,0.152
126,1,125,239.541,222.838,0,0.991,1.539,2.936,6.193,14.091,0.092
127,1,126,238.823,223.272,0,1.175,1.555,2.994,6.370,14.609,0.100
128,1,127,239.191,222.743,0,1.482,1.532,2.895,6.046,13.614,0.091
129,1,128,239.336,223.356,0,1.278,1.509,2.834,5.906,13.330,0.106
130,1,129,239.495,222.753,0,1.464,1.527,2.871,5.948,13.267,0.093
