Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
2,0,485.039,89.429,0,1.194,1.581,3.092,6.685,15.54,0.03
2,1,487.707,91.424,0,1.244,1.394,2.473,4.902,10.62,0.064
3,0,497.729,90.348,0,1.11,1.533,2.891,5.997,13.345,0.032
3,1,498.502,93.16,0,0.95,1.456,2.692,5.552,12.462,0.057
3,2,498.587,92.548,0,1.091,1.394,2.449,4.803,10.294,0.086
3,3,498.048,92.263,0,1.185,1.362,2.371,4.617,9.832,0.056
3,4,498.323,91.396,0,1.312,1.303,2.205,4.218,8.954,0.063
3,5,498.658,92.396,0,1.648,1.382,2.41,4.682,9.93,0.039
3,6,498.736,92.852,0,1.147,1.358,2.353,4.558,9.67,0.093
3,7,498.626,92.937,0,0.927,1.403,2.487,4.922,10.631,0.104
3,8,497.645,93.378,0,1.04,1.591,3.15,6.913,16.351,0.023
3,9,497.775,93.653,0,1.427,1.494,2.802,5.839,13.186,0.028
4,0,484.014,97.416,0,1.109,1.404,2.48,4.864,10.37,0.078
4,1,484.253,97.317,0,0.873,1.441,2.558,5.017,10.637,0.066
4,2,485.564,98.009,0,1.139,1.463,2.708,5.583,12.488,0.052
4,3,485.983,98.789,0,1.185,1.305,2.148,3.899,7.655,0.044
4,4,486.427,98.945,0,0.775,1.207,1.868,3.18,5.853,0.036
4,5,485.915,98.331,0,0.965,1.38,2.392,4.601,9.597,0.099
4,6,485.723,98.391,0,1.191,1.214,1.873,3.202,6.013,0.01
4,7,486.074,97.795,0,1.052,1.311,2.165,3.932,7.698,0.079
4,8,486.108,97.854,0,1.117,1.298,2.118,3.797,7.336,0.048
4,9,485.43,98.496,0,1.165,1.223,1.882,3.168,5.746,0.014
4,10,486.003,99.279,0,0.642,1.216,1.955,3.585,7.397,0.048
5,0,443.795,98.323,0,0.949,1.412,2.505,4.933,10.545,0.098
5,1,442.477,98.957,0,0.751,1.211,1.868,3.158,5.761,0.024
5,2,442.887,98.582,0,1.025,1.4,2.47,4.828,10.226,0.099
5,3,443.192,98.198,0,1.068,1.385,2.462,4.948,10.978,0.072
5,4,442.882,98.956,0,1.004,1.381,2.388,4.557,9.411,0.07
5,5,443.078,99.327,0,1.249,1.326,2.266,4.314,8.956,0.051
5,6,442.919,99.331,0,1.246,1.363,2.327,4.377,8.875,0.07
5,7,443.393,98.978,0,1.159,1.403,2.48,4.853,10.287,0.067
5,8,443.289,99.455,0,0.849,1.545,3.041,6.685,15.921,0.016
5,9,443.667,97.656,0,0.951,1.322,2.2,4.042,8.04,0.116
5,10,443.927,97.725,0,1.177,1.474,2.751,5.724,12.944,0.066
5,11,443.469,97.346,0,1.001,1.551,2.947,6.163,13.827,0.053
5,12,443.492,97.436,0,1.047,1.549,2.989,6.383,14.68,0.043
5,13,443.854,97.015,0,1.15,1.446,2.629,5.327,11.757,0.071
6,0,449.807,98.831,0,0.94,1.234,1.951,3.439,6.661,0.031
6,1,449.699,98.383,0,1.199,1.366,2.329,4.372,8.849,0.07
6,2,449.705,98.758,0,1.151,1.439,2.571,5.066,10.769,0.065
6,3,449.566,99.28,0,1.232,1.434,2.524,4.889,10.216,0.053
6,4,449.467,98.497,0,1.236,1.36,2.293,4.229,8.349,0.068
6,5,449.003,98.432,0,1.176,1.253,1.995,3.501,6.661,0.034
6,6,449.782,98.822,0,1.13,1.396,2.431,4.649,9.554,0.091
6,7,448.489,99.486,0,0.979,1.305,2.224,4.328,9.431,0.1
6,8,447.753,100.663,0,0.91,1.366,2.372,4.582,9.647,0.11
6,9,448.009,99.719,0,1.04,1.277,2.091,3.818,7.649,0.064
6,10,447.566,98.968,0,1.205,1.434,2.625,5.397,12.114,0.049
6,11,447.989,99.4,0,0.793,1.248,2.0,3.53,6.739,0.048
6,12,447.593,99.772,0,0.947,1.343,2.287,4.348,9.056,0.112
6,13,448.343,100.0,0,0.813,1.28,2.116,3.931,8.068,0.053
6,14,448.206,98.821,0,1.005,1.275,2.067,3.693,7.144,0.042
6,15,448.062,100.244,0,1.566,1.346,2.288,4.306,8.79,0.027
6,16,448.66,99.969,0,1.0,1.383,2.41,4.656,9.76,0.107
6,17,448.084,99.953,0,1.016,1.411,2.498,4.896,10.384,0.086
7,0,512.618,98.365,0,1.697,1.375,2.364,4.472,9.125,0.014
7,1,512.331,98.291,0,1.614,1.538,2.907,6.053,13.559,0.022
7,2,512.747,98.455,0,1.598,1.564,2.984,6.244,14.003,0.013
7,3,511.933,98.785,0,1.812,1.488,2.764,5.704,12.776,0.008
7,4,511.037,99.537,0,1.595,1.45,2.618,5.226,11.264,0.029
7,5,512.622,99.708,0,1.718,1.617,3.194,6.966,16.347,0.01
7,6,511.745,99.513,0,1.75,1.514,2.856,5.991,13.637,0.015
7,7,510.06,100.496,0,1.138,1.401,2.522,5.114,11.387,0.072
7,8,509.373,100.524,0,1.251,1.355,2.368,4.662,10.101,0.05
8,0,481.721,104.407,0,1.925,1.652,3.298,7.203,16.801,0.007
8,1,481.621,103.636,0,1.801,1.562,3.029,6.506,15.08,0.009
8,2,482.082,104.943,0,1.394,1.494,2.847,6.082,14.137,0.035
8,3,481.78,104.607,0,2.146,1.556,2.971,6.234,14.033,0.007
8,4,481.773,104.195,0,1.988,1.538,2.934,6.205,14.196,0.007
8,5,481.487,103.869,0,1.873,1.558,2.99,6.32,14.36,0.009
8,6,482.158,104.974,0,1.989,1.523,2.901,6.137,14.05,0.008
8,7,482.084,105.254,0,1.308,1.633,3.272,7.227,17.121,0.011
8,8,482.394,105.246,0,1.189,1.551,3.009,6.498,15.175,0.04
8,9,482.618,105.242,0,1.357,1.43,2.633,5.475,12.519,0.032
8,10,482.1,105.006,0,1.225,1.562,3.096,6.846,16.385,0.017
8,11,482.807,106.024,0,1.31,1.475,2.783,5.905,13.697,0.04
9,0,437.62,106.262,0,0.83,1.324,2.226,4.164,8.51,0.095
9,1,437.633,105.36,0,0.926,1.416,2.482,4.798,10.019,0.067
9,2,438.195,105.111,0,0.928,1.376,2.383,4.573,9.527,0.12
9,3,438.715,104.573,0,1.014,1.369,2.37,4.57,9.618,0.088
9,4,438.494,106.264,0,0.681,1.302,2.24,4.425,9.808,0.053
9,5,439.672,107.062,0,1.028,1.511,2.913,6.287,14.741,0.045
10,0,490.588,106.603,0,1.334,1.424,2.541,5.04,10.864,0.061
10,1,490.588,107.137,0,1.33,1.38,2.411,4.722,10.144,0.049
10,2,489.763,106.593,0,1.718,1.603,3.132,6.73,15.522,0.008
10,3,489.45,106.618,0,1.498,1.389,2.413,4.622,9.556,0.021
10,4,489.355,105.746,0,1.427,1.464,2.667,5.391,11.809,0.026
10,5,490.202,105.716,0,1.133,1.404,2.508,5.036,11.111,0.055
