Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
9,0,267.361,266.684,0,1.177,1.258,2.0,3.507,6.68,0.012
9,1,267.3,265.333,0,0.92,1.369,2.44,4.947,11.126,0.031
9,2,267.715,265.705,0,1.21,1.356,2.358,4.618,9.978,0.068
9,3,267.343,266.477,0,0.94,1.321,2.185,3.953,7.674,0.045
9,4,266.872,267.447,0,0.902,1.28,2.135,4.013,8.345,0.029
9,5,265.722,266.472,0,0.833,1.167,1.727,2.795,4.898,0.028
9,6,265.737,266.579,0,1.194,1.324,2.183,3.954,7.713,0.059
9,7,266.664,267.083,0,1.129,1.372,2.431,4.808,10.347,0.061
10,0,282.423,271.76,0,1.781,1.343,2.289,4.339,8.977,0.043
10,1,282.488,271.817,0,1.737,1.403,2.47,4.828,10.258,0.028
10,2,282.491,271.893,0,1.58,1.313,2.24,4.334,9.322,0.041
10,3,282.648,271.947,0,1.276,1.396,2.507,5.077,11.314,0.047
10,4,282.698,271.574,0,1.445,1.279,2.093,3.824,7.67,0.016
10,5,282.283,271.581,0,1.392,1.343,2.302,4.419,9.316,0.059
10,6,282.447,271.52,0,1.527,1.284,2.124,3.955,8.161,0.029
10,7,282.291,271.67,0,1.099,1.323,2.264,4.378,9.38,0.067
10,8,282.39,271.957,0,1.108,1.395,2.463,4.869,10.54,0.041
10,9,282.116,271.683,0,1.637,1.336,2.247,4.192,8.516,0.026
10,10,282.201,271.588,0,1.331,1.324,2.201,4.043,8.07,0.027
10,11,281.961,271.261,0,1.242,1.482,2.788,5.877,13.504,0.053
10,12,282.372,270.962,0,1.784,1.355,2.322,4.432,9.228,0.041
10,13,282.256,270.514,0,1.482,1.393,2.447,4.804,10.325,0.055
10,14,282.305,270.762,0,1.35,1.416,2.583,5.311,11.994,0.044
10,15,282.369,271.309,0,1.224,1.316,2.231,4.299,9.238,0.042
10,16,282.272,271.371,0,1.181,1.162,1.717,2.782,4.908,0.021
10,17,282.044,271.641,0,1.292,1.334,2.239,4.164,8.428,0.055
10,18,282.266,271.739,0,1.323,1.271,2.062,3.717,7.33,0.046
10,19,282.763,271.436,0,1.328,1.197,1.815,3.015,5.41,0.015
10,20,282.699,271.403,0,1.306,1.184,1.793,2.987,5.409,0.01
10,21,282.713,271.476,0,1.153,1.143,1.692,2.801,5.185,0.019
10,22,282.963,271.381,0,1.225,1.328,2.26,4.324,9.13,0.025
10,23,282.492,271.43,0,1.906,1.29,2.122,3.899,7.875,0.023
10,24,282.604,271.661,0,1.452,1.144,1.67,2.664,4.599,0.009
10,25,282.579,271.344,0,1.562,1.42,2.612,5.442,12.494,0.064
10,26,282.429,271.547,0,1.148,1.394,2.573,5.454,12.859,0.049
10,27,282.531,271.735,0,1.313,1.374,2.495,5.203,12.088,0.056
10,28,282.32,271.868,0,1.368,1.439,2.751,6.033,14.636,0.034
10,29,282.049,271.839,0,1.564,1.531,2.977,6.484,15.351,0.03
10,30,282.633,272.058,0,1.224,1.488,2.856,6.184,14.655,0.024
10,31,282.408,271.937,0,1.456,1.399,2.571,5.408,12.633,0.055
10,32,282.679,273.384,0,2.071,1.589,3.115,6.762,15.83,0.024
10,33,282.08,272.748,0,2.088,1.4,2.462,4.793,10.119,0.032
10,34,282.19,272.808,0,2.057,1.724,3.575,8.118,19.688,0.01
10,35,281.81,273.335,0,2.888,1.539,2.943,6.256,14.403,0.016
