Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
29,0,213.553,182.187,0,1.394,1.64,3.255,7.036,16.174,0.017
29,1,214.287,181.872,0,1.318,1.661,3.43,7.829,19.154,0.012
29,2,213.967,182.698,0,1.032,1.544,3.014,6.55,15.418,0.056
29,3,214.285,181.956,0,1.217,1.564,3.092,6.831,16.375,0.05
29,4,214.446,181.436,0,1.235,1.527,2.894,6.061,13.699,0.068
29,5,214.614,181.816,0,1.093,1.504,2.794,5.746,12.79,0.088
29,6,215.192,182.493,0,1.454,1.557,3.003,6.413,14.787,0.03
29,7,213.769,186.712,0,0.951,1.423,2.607,5.374,12.137,0.085
29,8,213.571,186.167,0,1.426,1.497,2.827,5.933,13.473,0.027
31,0,212.877,188.639,0,0.836,1.393,2.489,4.994,10.988,0.077
31,1,213.469,184.963,0,1.263,1.63,3.307,7.431,17.96,0.018
32,0,222.493,190.373,0,1.717,1.697,3.484,7.823,18.733,0.007
32,1,221.38,191.042,0,1.629,1.626,3.253,7.153,16.84,0.013
32,2,221.909,190.52,0,1.811,1.646,3.294,7.228,16.945,0.018
32,3,220.014,191.333,0,1.406,1.56,3.038,6.572,15.358,0.044
32,4,220.447,191.436,0,1.604,1.575,3.053,6.51,14.885,0.016
32,5,218.295,192.882,0,1.12,1.449,2.698,5.638,12.854,0.109
32,6,219.643,190.777,0,0.939,1.428,2.602,5.292,11.706,0.112
35,0,239.199,196.451,0,0.758,1.321,2.298,4.53,9.89,0.069
35,1,239.352,196.116,0,1.086,1.368,2.401,4.718,10.148,0.077
35,2,238.896,196.095,0,1.431,1.485,2.762,5.69,12.671,0.036
36,0,209.757,197.619,0,1.96,1.478,2.737,5.648,12.662,0.023
36,1,209.711,196.888,0,2.114,1.608,3.172,6.899,16.123,0.009
36,2,210.279,197.344,0,2.957,1.541,2.898,5.982,13.246,0.009
36,3,211.216,198.856,0,1.75,1.478,2.743,5.666,12.707,0.026
36,4,211.386,198.581,0,2.04,1.651,3.325,7.348,17.371,0.011
36,5,211.423,197.727,0,1.514,1.613,3.187,6.923,16.117,0.011
36,6,210.597,198.156,0,2.577,1.484,2.727,5.54,12.151,0.01
36,7,212.295,197.968,0,2.189,1.536,2.956,6.319,14.628,0.008
36,8,210.842,197.984,0,2.367,1.539,2.947,6.265,14.388,0.013
36,9,210.072,197.971,0,1.515,1.525,2.959,6.426,15.165,0.019
36,10,209.375,197.781,0,0.947,1.369,2.365,4.525,9.386,0.085
36,11,209.688,197.965,0,1.213,1.318,2.255,4.375,9.434,0.029
36,12,209.928,198.383,0,1.335,1.373,2.391,4.633,9.793,0.078
36,13,209.65,198.343,0,1.075,1.445,2.615,5.274,11.593,0.089
36,14,209.559,198.045,0,0.89,1.448,2.682,5.61,12.902,0.074
37,0,202.187,198.177,0,0.902,1.314,2.27,4.472,9.82,0.087
37,1,202.336,197.717,0,0.82,1.402,2.491,4.981,10.958,0.054
