 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,19.726,19.310,0,3.018,1.293,2.101,3.763,7.308,0.056
2,1,1,19.278,19.472,0,3.241,1.272,2.026,3.525,6.582,0.034
3,1,2,19.263,19.262,0,2.010,1.303,2.152,3.927,7.768,0.078
4,1,3,19.422,19.263,0,2.624,1.342,2.248,4.121,8.101,0.098
5,1,4,19.475,19.296,0,3.269,1.332,2.229,4.109,8.181,0.051
6,1,5,20.017,19.285,0,3.013,1.347,2.290,4.324,8.899,0.062
7,1,6,19.984,19.178,0,2.762,1.369,2.370,4.554,9.506,0.044
8,1,7,20.051,18.642,0,2.210,1.464,2.652,5.295,11.397,0.128
9,1,8,20.156,19.213,0,2.217,1.383,2.390,4.562,9.412,0.092
10,1,9,20.211,18.750,0,2.450,1.414,2.494,4.850,10.188,0.125
11,1,10,20.325,18.649,0,1.639,1.296,2.156,3.965,7.910,0.114
12,1,11,20.439,18.965,0,2.867,1.400,2.470,4.840,10.296,0.042
13,1,12,20.365,18.876,0,2.085,1.354,2.313,4.389,9.079,0.110
14,1,13,19.156,19.154,0,2.265,1.334,2.230,4.092,8.079,0.054
15,1,14,19.025,18.446,0,3.158,1.405,2.461,4.751,9.886,0.096
16,1,15,19.278,18.838,0,2.964,1.418,2.515,4.937,10.505,0.048
17,1,16,19.312,18.561,0,2.576,1.384,2.413,4.661,9.749,0.047
18,1,17,19.469,18.761,0,2.569,1.350,2.273,4.214,8.435,0.032
19,1,18,19.387,19.010,0,3.099,1.301,2.132,3.851,7.538,0.030
20,1,19,19.115,18.603,0,2.204,1.308,2.145,3.857,7.454,0.109
21,1,20,18.571,18.616,0,2.797,1.336,2.235,4.125,8.252,0.096
22,1,21,18.143,18.694,0,2.797,1.321,2.190,3.989,7.830,0.038
23,1,22,17.526,18.715,0,2.806,1.367,2.323,4.331,8.689,0.049
24,1,23,17.499,18.210,0,2.785,1.429,2.514,4.844,10.001,0.076
25,1,24,17.731,18.757,0,2.251,1.351,2.297,4.298,8.662,0.062
26,1,25,17.493,18.547,0,3.122,1.304,2.131,3.822,7.377,0.038
27,1,26,17.594,18.467,0,2.574,1.255,1.979,3.412,6.320,0.047
28,1,27,17.762,18.385,0,2.225,1.345,2.260,4.183,8.354,0.107
29,1,28,17.577,18.207,0,2.471,1.399,2.421,4.589,9.327,0.091
30,1,29,16.919,19.049,0,2.284,1.419,2.578,5.250,11.689,0.113
31,1,30,17.684,18.327,0,2.102,1.419,2.497,4.819,9.991,0.116
32,1,31,17.222,18.931,0,2.726,1.335,2.251,4.207,8.542,0.070
33,1,32,18.032,18.812,0,2.136,1.410,2.465,4.727,9.735,0.074
34,1,33,17.949,18.768,0,2.323,1.350,2.296,4.334,8.914,0.057
35,1,34,18.254,17.992,0,2.818,1.405,2.473,4.817,10.150,0.065
36,1,35,17.706,18.734,0,3.398,1.302,2.128,3.813,7.347,0.037
37,1,36,17.855,18.588,0,2.223,1.357,2.310,4.342,8.838,0.058
38,1,37,18.072,18.542,0,1.964,1.369,2.363,4.515,9.358,0.072
39,1,38,18.029,18.195,0,2.801,1.296,2.129,3.865,7.604,0.066
40,1,39,17.777,18.534,0,2.207,1.356,2.293,4.269,8.575,0.071
41,1,40,18.190,18.405,0,2.736,1.359,2.284,4.196,8.263,0.072
42,1,41,18.067,18.794,0,2.081,1.407,2.491,4.888,10.391,0.149
43,1,42,18.529,18.599,0,2.283,1.363,2.302,4.250,8.400,0.095
44,1,43,18.340,18.475,0,2.227,1.314,2.156,3.882,7.536,0.114
45,1,44,19.447,18.753,0,2.769,1.300,2.113,3.749,7.117,0.064
46,1,45,19.222,19.331,0,2.596,1.341,2.266,4.218,8.480,0.077
47,1,46,19.681,18.171,0,2.032,1.411,2.514,5.010,10.924,0.106
48,1,47,19.829,17.982,0,2.511,1.431,2.583,5.183,11.292,0.110
49,1,48,19.781,17.682,0,2.795,1.358,2.309,4.325,8.747,0.107
50,1,49,19.728,17.877,0,2.781,1.353,2.275,4.179,8.218,0.070
51,1,50,19.757,18.179,0,2.934,1.403,2.474,4.830,10.213,0.059
52,1,51,19.775,18.218,0,2.997,1.357,2.287,4.223,8.369,0.037
53,1,52,19.633,18.972,0,2.941,1.342,2.276,4.278,8.735,0.054
54,1,53,19.515,19.315,0,2.376,1.323,2.194,4.011,7.935,0.065
55,1,54,20.084,20.054,0,2.668,1.385,2.430,4.724,9.943,0.092
56,1,55,19.986,20.746,0,2.681,1.411,2.503,4.910,10.420,0.083
57,1,56,20.236,21.208,0,2.499,1.311,2.195,4.102,8.402,0.083
58,1,57,20.982,21.189,0,2.898,1.378,2.396,4.623,9.695,0.063
59,1,58,21.303,21.131,0,2.772,1.386,2.408,4.603,9.484,0.064
60,1,59,20.737,21.717,0,2.786,1.305,2.132,3.810,7.298,0.040
61,1,60,20.228,21.182,0,2.775,1.320,2.210,4.101,8.269,0.043
62,1,61,20.224,21.421,0,2.339,1.304,2.161,3.980,7.999,0.051
