 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,355.704,88.440,0,1.081,1.387,2.381,4.486,9.084,0.144
2,1,1,355.981,88.018,0,0.826,1.475,2.741,5.690,12.853,0.180
3,1,2,356.646,88.196,0,0.906,1.510,2.829,5.845,13.004,0.091
4,1,3,356.362,88.145,0,1.030,1.401,2.451,4.733,9.875,0.176
5,1,4,356.591,87.953,0,0.944,1.404,2.486,4.883,10.407,0.127
6,2,0,243.170,170.106,0,1.151,1.357,2.307,4.331,8.799,0.140
7,2,1,243.106,170.332,0,1.115,1.347,2.275,4.227,8.470,0.103
8,2,2,243.558,170.003,0,1.931,1.373,2.369,4.525,9.373,0.136
9,2,3,242.791,169.406,0,2.003,1.342,2.248,4.125,8.137,0.071
10,2,4,243.161,169.396,0,1.977,1.351,2.282,4.238,8.479,0.087
11,2,5,243.313,169.451,0,2.348,1.328,2.204,4.008,7.826,0.075
12,2,6,243.381,169.592,0,2.277,1.352,2.282,4.233,8.460,0.083
13,2,7,243.281,169.500,0,2.308,1.334,2.223,4.064,8.001,0.067
14,2,8,242.975,169.403,0,2.421,1.381,2.379,4.507,9.201,0.059
15,2,9,242.751,169.796,0,1.879,1.349,2.280,4.241,8.517,0.062
16,2,10,242.343,170.353,0,1.264,1.313,2.166,3.921,7.635,0.073
17,2,11,242.145,170.549,0,0.897,1.277,2.073,3.720,7.262,0.125
18,2,12,242.567,170.725,0,0.827,1.319,2.165,3.882,7.449,0.093
19,2,13,242.016,171.036,0,0.891,1.412,2.510,4.955,10.630,0.089
20,2,14,241.887,170.754,0,0.952,1.385,2.405,4.619,9.609,0.125
21,2,15,241.808,171.040,0,0.960,1.392,2.441,4.744,10.007,0.077
22,3,0,173.041,190.218,0,1.585,1.371,2.360,4.495,9.278,0.108
23,3,1,173.248,190.394,0,1.736,1.332,2.223,4.081,8.091,0.085
24,3,2,173.356,190.233,0,2.008,1.325,2.191,3.965,7.709,0.105
25,3,3,173.444,190.239,0,1.602,1.313,2.155,3.871,7.466,0.071
26,3,4,173.397,190.287,0,2.144,1.319,2.168,3.891,7.471,0.087
27,3,5,173.479,190.473,0,2.173,1.298,2.104,3.719,7.030,0.075
28,3,6,173.545,190.437,0,2.186,1.302,2.116,3.750,7.106,0.083
29,3,7,173.555,190.332,0,1.861,1.309,2.145,3.843,7.386,0.067
30,3,8,173.583,190.338,0,1.718,1.339,2.234,4.083,8.016,0.067
31,3,9,173.345,190.113,0,1.652,1.387,2.405,4.598,9.488,0.121
32,3,10,173.535,190.168,0,1.488,1.313,2.158,3.891,7.560,0.074
33,3,11,173.205,189.704,0,1.710,1.316,2.174,3.962,7.825,0.063
34,3,12,173.578,189.430,0,2.040,1.326,2.194,3.977,7.747,0.071
35,3,13,173.728,189.422,0,1.773,1.331,2.212,4.019,7.828,0.090
36,3,14,173.569,189.653,0,1.989,1.321,2.175,3.912,7.536,0.099
37,3,15,173.353,190.087,0,2.072,1.355,2.298,4.296,8.675,0.077
38,3,16,173.659,189.940,0,2.069,1.372,2.353,4.448,9.090,0.067
39,3,17,173.579,189.855,0,1.869,1.353,2.279,4.200,8.301,0.117
40,3,18,173.140,190.067,0,1.931,1.396,2.448,4.755,10.017,0.107
41,3,19,172.135,190.033,0,1.835,1.388,2.428,4.725,10.006,0.092
42,3,20,171.768,190.026,0,2.088,1.446,2.606,5.185,11.125,0.102
43,3,21,172.270,190.064,0,1.766,1.320,2.197,4.039,8.037,0.063
44,3,22,172.368,189.904,0,1.869,1.358,2.320,4.391,9.031,0.056
45,3,23,172.599,189.887,0,1.784,1.401,2.470,4.846,10.350,0.085
46,3,24,173.051,190.260,0,2.317,1.387,2.414,4.636,9.618,0.077
47,3,25,173.189,190.134,0,2.519,1.359,2.314,4.336,8.762,0.090
48,3,26,173.043,190.153,0,2.524,1.384,2.405,4.617,9.585,0.072
49,3,27,173.220,190.405,0,2.511,1.319,2.172,3.920,7.604,0.072
50,3,28,174.165,190.060,0,1.977,1.408,2.483,4.844,10.229,0.063
51,3,29,174.380,189.782,0,2.018,1.354,2.295,4.294,8.699,0.096
52,3,30,174.208,189.314,0,2.007,1.328,2.209,4.039,7.961,0.082
53,3,31,174.171,189.373,0,1.789,1.337,2.244,4.156,8.329,0.077
54,3,32,174.062,189.823,0,2.010,1.401,2.477,4.862,10.363,0.154
55,3,33,173.800,189.686,0,2.648,1.382,2.391,4.574,9.485,0.077
56,3,34,173.868,189.705,0,2.492,1.386,2.402,4.600,9.533,0.107
57,3,35,173.615,189.977,0,2.490,1.375,2.388,4.612,9.709,0.077
58,3,36,173.828,190.097,0,2.622,1.383,2.386,4.533,9.288,0.082
59,3,37,173.686,190.089,0,2.457,1.400,2.436,4.658,9.584,0.129
60,3,38,174.278,189.945,0,2.123,1.370,2.359,4.500,9.322,0.071
61,3,39,174.437,190.132,0,2.110,1.405,2.454,4.707,9.709,0.067
62,3,40,174.853,189.695,0,1.923,1.380,2.367,4.461,9.055,0.067
63,3,41,175.073,190.221,0,2.047,1.391,2.429,4.693,9.827,0.067
64,3,42,174.899,190.147,0,2.255,1.401,2.451,4.737,9.900,0.085
65,3,43,174.737,190.663,0,2.177,1.360,2.307,4.295,8.599,0.072
66,3,44,174.710,189.932,0,1.794,1.438,2.580,5.126,11.027,0.066
67,3,45,175.077,190.069,0,1.871,1.417,2.518,4.968,10.636,0.083
68,3,46,175.104,190.012,0,1.951,1.404,2.477,4.848,10.291,0.070
69,3,47,175.328,190.490,0,2.187,1.338,2.231,4.076,7.991,0.072
70,3,48,175.404,190.520,0,2.094,1.338,2.241,4.122,8.170,0.136
71,3,49,175.110,190.635,0,2.280,1.385,2.412,4.658,9.772,0.111
72,3,50,175.077,190.850,0,2.329,1.413,2.497,4.877,10.305,0.183
73,3,51,174.750,191.004,0,2.589,1.446,2.605,5.183,11.135,0.176
74,3,52,174.249,191.411,0,2.546,1.352,2.292,4.284,8.659,0.120
75,3,53,174.116,191.666,0,2.852,1.369,2.355,4.480,9.247,0.089
76,3,54,174.094,191.964,0,2.873,1.380,2.398,4.615,9.634,0.117
77,3,55,173.664,192.087,0,2.490,1.352,2.281,4.224,8.416,0.078
78,3,56,173.362,191.862,0,1.984,1.372,2.355,4.449,9.067,0.072
79,3,57,173.500,191.917,0,1.779,1.391,2.414,4.616,9.534,0.097
80,3,58,173.623,192.244,0,1.813,1.426,2.528,4.932,10.362,0.149
81,3,59,173.250,192.763,0,2.214,1.373,2.356,4.457,9.109,0.063
82,3,60,173.161,192.737,0,2.053,1.397,2.438,4.697,9.775,0.086
83,3,61,173.223,192.799,0,2.518,1.358,2.309,4.327,8.761,0.082
84,3,62,173.255,192.782,0,2.377,1.380,2.379,4.521,9.281,0.067
85,3,63,173.222,192.799,0,2.803,1.399,2.437,4.675,9.676,0.067
86,3,64,173.657,192.748,0,2.687,1.367,2.316,4.291,8.517,0.120
87,3,65,173.414,192.761,0,2.075,1.408,2.463,4.747,9.868,0.071
88,3,66,173.052,192.895,0,2.397,1.448,2.611,5.202,11.190,0.091
89,3,67,173.006,192.646,0,2.098,1.408,2.485,4.851,10.251,0.063
90,3,68,172.639,192.953,0,2.769,1.423,2.522,4.936,10.447,0.060
91,3,69,172.691,193.078,0,2.154,1.403,2.438,4.653,9.544,0.075
92,3,70,172.961,193.166,0,2.418,1.450,2.638,5.323,11.643,0.060
93,3,71,172.953,193.330,0,2.958,1.384,2.396,4.577,9.455,0.075
94,3,72,172.982,193.281,0,3.574,1.375,2.384,4.589,9.594,0.138
95,3,73,172.886,193.283,0,4.553,1.369,2.336,4.380,8.841,0.103
96,3,74,173.017,193.179,0,4.251,1.399,2.463,4.812,10.208,0.078
97,3,75,173.154,192.950,0,4.876,1.400,2.454,4.755,9.970,0.063
98,3,76,173.720,192.538,0,3.792,1.346,2.248,4.092,7.959,0.062
99,3,77,173.367,192.864,0,5.376,1.360,2.309,4.312,8.676,0.059
100,3,78,173.343,193.097,0,5.182,1.348,2.272,4.208,8.399,0.062
101,3,79,173.519,193.363,0,5.554,1.315,2.152,3.837,7.309,0.059
