Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
56,0,366.428,326.747,0,1.16,1.533,2.93,6.209,14.224,0.067
56,1,366.693,327.323,0,1.169,1.41,2.559,5.214,11.646,0.063
56,2,367.707,326.293,0,0.891,1.39,2.474,4.908,10.603,0.063
57,0,359.417,334.334,0,1.269,1.344,2.323,4.522,9.711,0.048
57,1,359.147,334.975,0,1.395,1.414,2.582,5.327,12.067,0.049
57,2,360.633,334.91,0,1.106,1.516,2.9,6.194,14.361,0.077
57,3,359.972,334.194,0,0.799,1.391,2.533,5.248,12.03,0.037
57,4,361.166,334.537,0,1.968,1.462,2.667,5.393,11.811,0.018
57,5,359.985,333.876,0,1.885,1.395,2.456,4.789,10.102,0.014
57,6,360.478,333.928,0,1.559,1.433,2.608,5.287,11.653,0.032
57,7,360.63,333.273,0,1.803,1.381,2.361,4.408,8.801,0.01
57,8,359.821,333.561,0,1.699,1.439,2.59,5.165,11.152,0.018
57,9,358.992,334.242,0,1.685,1.474,2.752,5.751,13.11,0.032
57,10,356.81,334.318,0,0.957,1.53,2.936,6.226,14.232,0.05
58,0,340.886,339.356,0,1.912,1.385,2.457,4.897,10.737,0.011
58,1,341.455,339.413,0,1.395,1.413,2.55,5.138,11.281,0.052
59,0,351.031,340.374,0,0.879,1.343,2.295,4.319,8.756,0.045
59,1,350.503,340.173,0,1.089,1.247,2.033,3.721,7.518,0.02
59,2,348.463,341.264,0,1.443,1.542,2.984,6.396,14.781,0.04
59,3,349.41,339.277,0,1.218,1.314,2.207,4.151,8.595,0.014
60,0,358.827,345.991,0,1.803,1.386,2.431,4.742,10.054,0.014
60,1,358.558,345.74,0,2.037,1.368,2.327,4.347,8.737,0.006
60,2,360.993,349.403,0,1.48,1.516,2.896,6.199,14.454,0.053
60,3,356.851,348.734,0,1.022,1.521,2.942,6.312,14.605,0.057
60,4,356.64,347.415,0,1.496,1.577,3.101,6.777,15.972,0.042
60,5,356.816,347.765,0,1.344,1.238,1.997,3.613,7.228,0.009
60,6,357.818,347.599,0,2.393,1.395,2.475,4.92,10.722,0.011
60,7,356.95,347.273,0,1.911,1.305,2.164,4.013,8.183,0.005
60,8,356.096,346.915,0,2.316,1.416,2.539,5.051,10.888,0.007
60,9,355.445,346.053,0,2.349,1.546,2.977,6.345,14.576,0.013
60,10,357.633,346.083,0,1.702,1.542,2.979,6.361,14.624,0.014
60,11,356.196,346.142,0,2.28,1.488,2.791,5.822,13.186,0.009
60,12,356.647,345.976,0,2.015,1.47,2.673,5.338,11.45,0.027
60,13,355.558,347.063,0,2.492,1.402,2.459,4.785,10.111,0.009
60,14,355.323,348.37,0,1.826,1.379,2.36,4.433,8.943,0.007
60,15,354.459,348.283,0,1.338,1.438,2.567,5.074,10.877,0.043
60,16,354.797,348.274,0,1.219,1.339,2.238,4.14,8.313,0.03
60,17,354.899,348.273,0,1.671,1.372,2.342,4.41,8.986,0.01
60,18,355.855,348.646,0,1.86,1.41,2.473,4.777,9.953,0.023
60,19,356.763,348.787,0,1.548,1.321,2.226,4.191,8.665,0.026
60,20,357.207,348.784,0,1.791,1.324,2.242,4.231,8.716,0.011
60,21,357.225,348.264,0,1.343,1.428,2.542,5.002,10.631,0.042
60,22,357.101,348.72,0,1.392,1.424,2.574,5.199,11.442,0.029
60,23,357.314,348.722,0,1.534,1.329,2.248,4.219,8.608,0.015
60,24,357.94,349.42,0,1.111,1.45,2.621,5.244,11.34,0.07
60,25,355.936,352.429,0,1.04,1.364,2.39,4.699,10.119,0.074
60,26,356.652,350.646,0,1.386,1.427,2.585,5.268,11.779,0.035
60,27,355.319,353.844,0,1.051,1.378,2.434,4.8,10.327,0.06
60,28,356.912,349.372,0,0.855,1.345,2.399,4.883,11.046,0.067
60,29,357.168,351.997,0,0.99,1.489,2.824,5.976,13.705,0.05
60,30,357.288,351.435,0,1.56,1.374,2.399,4.675,9.94,0.028
60,31,358.117,351.836,0,1.483,1.363,2.401,4.802,10.664,0.02
60,32,358.377,352.387,0,1.328,1.267,2.106,4.009,8.604,0.01
60,33,358.137,350.717,0,1.677,1.476,2.734,5.629,12.577,0.022
60,34,357.513,352.931,0,1.301,1.433,2.539,4.95,10.391,0.049
60,35,358.652,352.142,0,1.7,1.435,2.609,5.265,11.519,0.019
60,36,358.193,352.272,0,1.831,1.441,2.619,5.305,11.695,0.018
