Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
16,0,306.223,326.634,0,0.892,1.182,1.801,3.077,5.866,0.026
16,1,306.523,326.856,0,1.087,1.255,1.992,3.509,6.776,0.025
16,2,305.741,326.381,0,1.406,1.179,1.773,2.919,5.197,0.009
16,3,305.46,326.33,0,1.816,1.279,2.055,3.631,6.94,0.019
16,4,305.766,326.731,0,1.465,1.29,2.127,3.887,7.736,0.023
16,5,305.519,326.724,0,1.867,1.27,2.039,3.598,6.861,0.015
16,6,305.344,326.569,0,1.513,1.293,2.088,3.679,6.944,0.04
16,7,305.152,326.906,0,1.479,1.479,2.738,5.625,12.52,0.056
16,8,305.622,326.241,0,1.49,1.31,2.151,3.877,7.523,0.034
16,9,306.31,326.731,0,1.918,1.305,2.141,3.86,7.511,0.024
16,10,307.312,326.454,0,2.138,1.248,1.958,3.361,6.208,0.007
16,11,307.761,326.703,0,1.588,1.282,2.055,3.6,6.766,0.023
16,12,306.784,326.664,0,1.412,1.319,2.171,3.927,7.66,0.031
16,13,306.921,327.052,0,1.254,1.446,2.649,5.416,12.046,0.033
16,14,307.503,327.016,0,1.313,1.488,2.765,5.678,12.56,0.042
16,15,308.019,327.378,0,1.21,1.496,2.784,5.744,12.831,0.059
16,16,308.165,328.4,0,1.372,1.357,2.331,4.431,9.121,0.065
16,17,308.71,329.153,0,1.522,1.486,2.751,5.643,12.525,0.028
21,0,272.688,329.029,0,2.433,1.444,2.601,5.172,11.111,0.015
21,1,272.598,329.243,0,2.568,1.357,2.296,4.273,8.564,0.007
21,2,270.889,329.56,0,2.053,1.454,2.658,5.435,12.138,0.037
21,3,269.898,329.728,0,1.236,1.479,2.826,6.132,14.643,0.053
21,4,269.522,330.369,0,1.771,1.514,2.903,6.196,14.327,0.029
21,5,269.693,329.537,0,1.492,1.242,1.989,3.583,7.169,0.015
21,6,269.58,331.709,0,2.666,1.481,2.75,5.671,12.675,0.017
21,7,269.341,332.221,0,2.738,1.499,2.785,5.694,12.507,0.013
21,8,270.164,331.686,0,2.672,1.439,2.587,5.141,11.044,0.013
21,9,270.346,332.473,0,1.711,1.47,2.655,5.255,11.15,0.028
21,10,271.387,331.603,0,1.757,1.629,3.241,7.109,16.758,0.019
21,11,273.221,331.701,0,2.142,1.379,2.405,4.682,9.974,0.016
21,12,272.388,331.741,0,1.858,1.611,3.187,6.965,16.385,0.016
21,13,269.779,332.27,0,1.541,1.496,2.827,5.974,13.736,0.022
21,14,269.318,331.979,0,1.594,1.296,2.179,4.165,8.879,0.037
21,15,269.128,332.45,0,1.521,1.55,3.028,6.593,15.539,0.023
21,16,269.515,331.97,0,1.31,1.354,2.341,4.514,9.507,0.07
21,17,269.983,331.242,0,1.311,1.343,2.285,4.293,8.725,0.042
21,18,269.98,332.219,0,1.431,1.476,2.82,6.062,14.202,0.038
21,19,270.042,331.635,0,1.354,1.507,2.86,6.045,13.838,0.053
21,20,268.895,334.234,0,1.4,1.563,3.077,6.728,15.866,0.023
21,21,269.319,334.26,0,1.706,1.583,3.096,6.706,15.654,0.026
21,22,270.125,331.865,0,1.392,1.485,2.821,6.037,14.125,0.038
21,23,269.627,331.831,0,2.116,1.477,2.735,5.633,12.593,0.025
21,24,269.491,331.83,0,2.182,1.503,2.815,5.859,13.224,0.029
21,25,269.984,332.279,0,1.558,1.465,2.701,5.558,12.459,0.035
21,26,269.635,332.798,0,2.064,1.612,3.183,6.917,16.128,0.015
21,27,268.517,334.993,0,1.319,1.553,3.048,6.68,15.879,0.045
21,28,269.085,333.673,0,1.648,1.688,3.518,8.076,19.848,0.014
21,29,269.523,335.328,0,1.251,1.631,3.34,7.6,18.622,0.01
21,30,269.175,332.423,0,1.272,1.602,3.212,7.153,17.186,0.015
21,31,269.252,333.365,0,1.439,1.543,2.969,6.349,14.698,0.01
22,0,280.982,329.603,0,1.224,1.486,2.811,5.962,13.776,0.042
22,1,281.591,330.84,0,1.47,1.417,2.558,5.168,11.414,0.051
22,2,284.515,330.815,0,2.065,1.474,2.728,5.625,12.61,0.039
